tweet_text,cyberbullying_type
retweet bbrowne aliciaalexis collegefession shut bitch everyone perfect way,Offensive
retweet bclaymoore dude girlfriend mom trash wed mope folk rock explainafilmplotbadly,Offensive
retweet bdha shit heel,Offensive
retweet bebalizz bag thot bitch amp give em head ew nigga nasty amp well dead,Offensive
retweet bebalizz get hoe starin walk thru,Offensive
retweet beethetranny please stop talk scumbag faggot mugshot sexy dumb whore,Offensive
retweet bella chuchi hoe get manner,Offensive
retweet belong self esteem two level worthless piece shit deserves love bow bitch,Offensive
retweet bender never play flappy bird ever fuck game,Offensive
retweet benjibrown nigga like one pic amp bitch show love bitch kill yoself,Offensive
retweet berto trick nigga splurge pussy yo give one day purge pussy yoooo,Offensive
retweet beyoncesgedtest momma dead bitch really think can not connect lucky number face,Offensive
retweet big business retweet ogflash chest retweet pacmanjonez kobe get dock k call ref faggot retweet icelestial co,Offensive
retweet bigshaadswerver yo freeze cold shit lel n bird crazy,Offensive
retweet bigshaadswerver yu take money gon throw party pussy,Offensive
retweet bijoudulcet bitch nbc,Offensive
retweet billmanoussakis damn fuck bitch guess,Offensive
retweet binniemouse whatsashirt laugh as moral negro unlike,Offensive
retweet bitcheatme like damn bitch yeah,Offensive
retweet bitchniggabob call ugly start pushin around would run like mother fuck pussy scream mom help htt,Offensive
retweet blackrepublican spike lee one wealthy people bitch cause gentrification,Offensive
retweet blangblangsich inconsiderate bitch,Offensive
retweet bos sant like bitch niggaz like bos,Offensive
retweet braidedcocks veryproudofya poppunksucks well cry like little bitch,Offensive
retweet breebree bitch,Offensive
retweet brendacoyt tonymartinezz naw bruh member say snow bitch cake,Offensive
retweet britnigiles mention bitch past first give fuck second care third,Offensive
retweet brookebrooklyn spineless bitch backless dress,Offensive
retweet brownandspicey kb three sit face sit hot stove bitch,Offensive
retweet bruhlmaoo anyone else sings nothin cut bitch much enthusiasm,Offensive
retweet bryannaaaaaa naturally slap shit outa oomf bitch talk much,Offensive
retweet bugattibeez pussy still taste like mcdonald fry retweet boosierene eat pineapple everyday good,Offensive
retweet bugattibeez bitch upside default picture die nobody time flip phone around see even ugly,Offensive
retweet burnett dainah california chrome bitch,Offensive
retweet butter obama love nickiminaj say bitch,Offensive
retweet bye bye byrdy weed drug fuck herb bitch,Offensive
retweet ciavdia wow well fuck cunt,Offensive
retweet camxo rosaalbae playstation trash xbox well ya titty trash,Offensive
retweet captaincoximus like bat signal crazy bitch,Offensive
retweet carcarroni uglyassderrick sincere apology main bitch chocolate dip cinnamon apple,Offensive
retweet carharttdarlin try download io phone bitch,Offensive
retweet carterreynolds austin mahone making bitch horny right,Offensive
retweet caseytu play pussy get fuck,Offensive
retweet cashflowho pretty yall lil bitch petty shit,Offensive
retweet castabignet people hand bar gold bitch heavy,Offensive
retweet ccancel miserable bitch talk shit,Offensive
retweet ccobb imfinddory can not spell slut without u bitch,Offensive
retweet chanelpuke hate people ask tryna look good bitch bye,Offensive
retweet chanelpuke goodnight moon moon goodnight lil bitch,Offensive
retweet chaniiyyaa wayne really treat nicki like bitch,Offensive
retweet charlieecai taxi driver fuck retard know get grapevine lewisville,Offensive
retweet chefpolio send nude bitch wit trash nude,Offensive
retweet chels phelps crafty bitch cheatsoflife best way cheat test,Offensive
retweet chelseypaige bitch beg love amp loyalty never give anyone karma bitch,Offensive
retweet chelseypaige peep everything know slap bitch smile face,Offensive
retweet chiko think bad well bitch meaner,Offensive
retweet chillroppy bvdgxl trill g bitch say darkskin niggas fuck best see wo,Offensive
retweet chillin boosie say get bitch sip thots gon na boosie bitch da sip bio bethiphopawards,Offensive
retweet christeaa can not turn hoe house wife babbyyy,Offensive
retweet chvmpagne bitch dress like pussy taste like hot dog water bad grade,Offensive
retweet chvmpagne fat bitch thick,Offensive
retweet cigarsnscotch black yellow go win year wrong answer tiger wood,Offensive
retweet cloudydino fuck us tweak hoe,Offensive
retweet clurfogarty baby bear hipster come hospital beany,Offensive
retweet cocalove bitch work keep sing like never bust move,Offensive
retweet cocainebungy mckean mckean laugh loud hate half people laugh loud weird as hoe laugh loud corny as food still kill shit doe,Offensive
retweet cockyblackguy hoe get outta line feature ssippihippie cat,Offensive
retweet cocoqte rt supbishes laugh loud retweet joanna retweet lettuceprey faggot know,Offensive
retweet collegefession guy tell eat pussy sudden suck dick anymore centeral washington university,Offensive
retweet collegefession rub orange peel dick go cuz want bitch catch cold vitaminsemen prairie,Offensive
retweet collegefession put long hard dick throat least could lick little pussy returnthefavor illino,Offensive
retweet consprcy carrot blow shit get fat white trash love holiday,Offensive
retweet constantini c want imflyinjryan follower follow bitch cruze pittsburgh,Offensive
retweet coolgirl bitch act like never see face mask bitchplease,Offensive
retweet copperpeony libshateus dittlinger sharpton go big fat snitch skinny bitch either way nothing carni,Offensive
retweet corey emanuel retweet ivyleague shat retweet dirtroaddon delta smell pussy,Offensive
retweet cosmeticjunkiee bitch quick say let pull phone,Offensive
retweet cotydankh make pull pokeflute hoe,Offensive
retweet cpsqueak time ya make bad pussy behave,Offensive
retweet craigslistlove doctor available examine pussy testicle penis painlessly possible,Offensive
retweet craigslistlove want eat much pussy lent w,Offensive
retweet crissstaaaaal unfollow little bitch cu could handle tweet laugh loud,Offensive
retweet crownkingz fuck lancaster bitch,Offensive
retweet crystalcheyenne whiteboicoleman think sleep bitch,Offensive
retweet cthagod know motto trick worth fuck first trick later depend potency pussy,Offensive
retweet cyb rvibes sejlasmajlovic funny one lmfaoooo swag bitch,Offensive
retweet daaamian derrick say cover face leave eye visible ton bitch,Offensive
retweet dahliafoxx sick bitch bitch bitch,Offensive
retweet daijahshardaee need bitch,Offensive
retweet daijahshardaee thecrownedhead big bitch come club dress well flat noheels,Offensive
retweet dailytiz hey bitch socialize love retweet redmillennial ioc cut constitution hockey mask via,Offensive
retweet daishialopez watch vs fashion show big boob pancake bitch lol,Offensive
retweet dajhane bitch concern,Offensive
retweet dak whi kaewhy people forget logic behind purge retard haha,Offensive
retweet dallywaggz may bitch least keep real,Offensive
retweet damnlifepics little close bitch,Offensive
retweet danielleekendra oh god cough saw wiggas tweet fuckkk lol talk choke,Offensive
retweet danstfler hoe find way hoe matter,Offensive
retweet darahkcarter key car bitch foreign,Offensive
retweet dariusferg vsamone dudes probably think eat pussy suck pussy lip fse cut,Offensive
retweet darwinjames cali dx black bitch drive fav song come point golilstacy,Offensive
retweet datnigga lace fuking every night new house cause bitch work hard fa new house,Offensive
retweet datnigga lace never invest money break bitch,Offensive
retweet davegetnmoney beat pussy,Offensive
retweet davegetnmoney flagrant lebrons bitch,Offensive
retweet davis lyndsi laugh loud block little bitch day viktoriagracee,Offensive
retweet daylynnb aint hoe get trap house,Offensive
retweet ddebrinar smh hoe could wait nayarivera,Offensive
retweet ddictedtohoes bitch twerking club peep change pocket,Offensive
retweet declothed dog like go tell em ate bitch as homework never gunna believe dumb as,Offensive
retweet deecatanz laugh as hoe day,Offensive
retweet deno hoooow bitch uglyassderrick,Offensive
retweet derekt see retweet adolfhibsta pussy amp personality get ta trash nigga stop talk sex,Offensive
retweet dexfrost lexi swear bad bitch,Offensive
retweet digaveliavelife kc uptown laugh loud shiiiiiit one day gon na golden statue lickin da shit pussy,Offensive
retweet digaveliavelife laugh loud eatin da shit outta sum pussy ill never serial pussy eater tho,Offensive
retweet digiflorals bitch look like care n,Offensive
retweet dilemma ipad raise kid giant pussy good job,Offensive
retweet diplo gun fuck corny put assault rifle knuckle wan na go hand hand nra pussy as speak,Offensive
retweet dirtyimage tronkitty cause hoe go jail cause fucking hoe bloody n make call head honcho,Offensive
retweet dirtyskimask lmaooo friday next stname bravo like yo son fag,Offensive
retweet divonte photo momma say pussy cat inside dog house,Offensive
retweet dixiealley tonyjrodriguez wolfvanhalen fob fan know fuck fatty poor argument anything th,Offensive
retweet djmemphis never hurt girlfriend make hoe happy djmemphis,Offensive
retweet dkiswinning gameplan eat pussy beat pussy apologize pussy eat good,Offensive
retweet dnumberbefore want take time tonight acknowledge ex hoe,Offensive
retweet dnumberbefore use fun hoe new positive,Offensive
retweet doddynyc mature enough eat pussy time eat as disrespect,Offensive
retweet doddynyc ya bitch luv throw bread crumb ground complain pigeon come flocking towards ya,Offensive
retweet dominiggaaa reallyaintshit bitch come pull titty merrie,Offensive
retweet donnyoraha dont fuck hoe,Offensive
retweet dopealbanian know one thing tho bitch come amp go,Offensive
retweet dre snip one tht see hoe pattern stop tweet week come bac love tweet,Offensive
retweet dreamhampton bell hook bore nikki minaj amp think pussy old hat bore old hat ass pop critique,Offensive
retweet drewbillionaire wan na pimp hoe amp ride rarri,Offensive
retweet dril launch sack burn medical waste side someone house bird feeder porch fuck bird,Offensive
retweet dril ah smell ready open oven pull sshitty burnt ritz cracker perfect boy lu,Offensive
retweet dril hoo boy guinea pigd love shit order full dozen,Offensive
retweet drphildontehue curve man today may need eat pussy tomorrow,Offensive
retweet drphildontehue real heynessagirl eats pussy nut can not return favor,Offensive
retweet drunksixthgrade aint hoe get traphouseeee,Offensive
retweet drunksixthgrade th grade bitch lt,Offensive
retweet drunksixthgrade new year resolution fuck ur bitch time,Offensive
retweet dubstep cowboy howtogetagirl repeat refer bitch,Offensive
retweet dylanhornick felferrara amp tiffanycarter rivvv tn bailing pussy,Offensive
retweet eanahs inkkofrosess bro make want ho even year,Offensive
retweet echobunny make sure take rage unsuspecting target today choose stapler bitch come,Offensive
retweet eeerik jimmy graham one ugly son bitch,Offensive
retweet elchavaloko untouchablevick staycoolwheels yea cotto frustrate n didnt wan na go like bitch leave ring soo,Offensive
retweet elchavaloko whiteponyjr saucygyro buckm se gon na believe cripple fuckn hippo,Offensive
retweet elchavaloko would mind drive ghetto as chula vista slap shit gyro watch stand ta,Offensive
retweet eminemxher noveminember bitch eminem artist year amas,Offensive
retweet emma quit hoggin blunt bitch,Offensive
retweet emmskayy put pussy pedestal homie,Offensive
retweet enymsaj h kill bitch different real life mcm every damn monday lmao whoraisedyou,Offensive
retweet erdikken fad doc marten enjoy anal sex girbaud poser wiggers fake banger accountant jncos domin,Offensive
retweet ericxmorrison burn forever bitch,Offensive
retweet erykahrogers care cute shit dont matter get trash personality,Offensive
retweet estradax money baddest bitch know,Offensive
retweet etaks evil pussy good can not pull ever,Offensive
retweet eternalhbic get cotton mouth eat pussy,Offensive
retweet eternalhbic porno hoe funny af bc still like u like tight as pussy even though dude fuck minute w,Offensive
retweet eternalhbic still ur feeling new pussy,Offensive
retweet excusemydank fuck skinny bitch nickiminaj neverforget,Offensive
retweet exlibris embarrassment bitch,Offensive
retweet flex vivalaleexx sit pretty make bitch mad pretty much,Offensive
retweet foreigncrazi nosey as hoe hate em always find shit can not find man date em,Offensive
retweet fart find marehood code horse pussy brony mlp,Offensive
retweet fatandfly bitch talk dey ta chill go bitch say dat cause get cold bitch,Offensive
retweet femaies nah go talk ur hoe since dont wan na text back n shit,Offensive
